"A111A,A131A,A211A,A221A,A511A,H000C,H010A,H010C,H020A,H020B,H203C,I100B,I100C,I200C,J000A,J203A,J400A,J500A,J600A,O010A,O020A,P000A,P030A,P030B,P030C,P100A,Q000B,Q000D,Q010A,Q020A,Q030A,Q400A,Q900A,A112A,A113A,A114A,A115A,A118A,A119A,A143A,A144A,A145A,A146A,A148A,A149A,A151A,A153A,A154A,A156A,A158A,A159A,A171A,A173A,A174A,A175A,A176A,A177A,A181A,A192A,A193A,A195A,A197A,A201A,A204A,A213A,A215A,A216A,A217A,A218A,A219A,A226A,A227A,A228A,A229A,A231A,A238A,A242A,A243A,A244A,A245A,A247A,A433A,A529A,A534A,A752A,Ganancia,ID_ESTRATO_2.0,ID_ESTRATO_3.0,ID_ESTRATO_4.0,ID_ESTRATO_99.0"
"7680.962,4045.513,271.213,269.13,0.0,603.0,6666.0,598.0,18.0,13.0,319.0,2193.0,165.0,132.0,1319.942,237.753,10.843,43.57,1.022,0.0,0.046,24.339,0.0,0.0,0.0,0.0,377.149,9.779,713.207,1460.772,34.542,713.05,429.547,0.0,0.0,0.001,0.0,0.527,0.561,65.437,18.012,71.709,0.193,16.551,3.301,8.971,29.106,13.25,27.778,6.997,47.312,198011.101,155067.504,216927.92,68105.174,123530.466,36.308,0.077,8.393,6.649,8.368,9.056,52.669,434021.35,3.531,8.093,0.0,6.704,98.911,0.561,21.283,43.591,1.031,21.278,35.484,12.818,359523.442,9.285,43.629,8.031,0.016,337.998,11.254,55.001,120.721,4027.331,0,0,0,1"
"26.518,11.303,0.039,0.049,0.0,26.0,52.0,24.0,10.0,8.0,14.0,0.0,0.0,3.0,6.519,2.165,0.023,0.727,0.024,0.0,0.046,0.053,0.0,0.0,0.0,0.0,0.76,0.0,1.349,2.3,1.238,0.169,1.475,0.0,0.0,0.173,0.0,0.0,0.0,45.237,33.211,87.324,14.085,21.552,11.152,46.154,60.87,10.4,20.0,0.0,33.333,125365.385,101689.655,94130.435,0.0,113333.333,42.846,0.368,8.456,6.846,8.588,7.223,42.624,159197.183,0.147,0.597,0.0,0.345,100.0,0.0,20.655,35.217,18.956,2.588,17.898,22.585,91985.915,5.087,24.629,0.75,93.878,241.776,11.644,21.8,173.067,10.923000000000002,0,0,0,0"
"63.99,12.235,19.424,19.424,0.0,22.0,114.0,20.0,6.0,4.0,8.0,60.0,15.0,0.0,10.966,1.687,0.156,0.487,0.169,0.0,0.0,0.015,0.0,0.0,0.0,0.0,5.112,0.161,6.141,52.063,6.136,1.099,7.411,0.0,0.0,0.0,0.0,0.202,0.016,68.949,15.384,61.538,3.077,15.667,4.441,17.544,47.059,11.226,33.333,20.0,0.0,96192.982,77948.454,99235.294,60573.333,0.0,21.188,1.541,8.624,7.664,9.004,0.0,19.12,62743.59,30.355,26.663,0.0,158.758,99.783,0.016,8.43,71.466,8.423,1.509,1.983,10.173,373589.744,9.597,113.846,26.663,0.0,388.393,7.017,2.023,16.795,3.0330000000000013,1,0,0,0"
"1180.103,571.356,57.854,57.911,0.0,135.0,1080.0,134.0,2.0,1.0,108.0,765.0,62.0,0.0,237.204,69.365,5.41,17.44,0.461,0.0,0.0,7.965,0.0,0.0,0.0,0.0,37.319,2.8,169.176,246.566,5.127,10.633,127.761,0.0,0.0,0.0,0.0,0.044,2.649,50.421,29.243,56.325,0.104,20.336,7.352,12.407,33.645,12.984,50.0,7.497,0.0,219633.333,157577.075,216090.343,108677.146,101083.333,38.966,0.194,7.826,6.817,6.715,6.913,48.416,297426.34,4.902,10.345,0.0,10.126,97.307,2.649,30.25,44.088,0.917,1.901,28.315,22.845,291131.182,14.336,47.391,10.355,0.0,329.236,6.673,39.5,102.162,571.4780000000001,0,1,0,0"
"6410.351,3450.619,193.896,191.746,0.0,420.0,5420.0,420.0,0.0,0.0,189.0,1368.0,88.0,129.0,1065.253,164.536,5.254,24.916,0.368,0.0,0.0,16.306,0.0,0.0,0.0,0.0,333.957,6.818,536.541,1159.843,22.041,701.149,292.9,0.0,0.0,0.0,0.0,0.622,0.185,68.868,15.446,75.974,0.0,15.687,2.339,7.749,25.714,13.348,0.0,6.044,50.0,196541.144,156588.047,223858.503,45448.489,124930.233,35.992,0.035,7.332,0.0,7.767,8.039,53.829,483686.431,3.025,7.148,0.0,5.619,99.194,0.185,19.781,42.76,0.813,25.849,37.211,10.798,380217.83,8.37,42.314,7.069,0.0,339.74,12.312,59.264,127.213,3441.8970000000004,0,0,1,0"
"7680.962,4045.513,271.213,269.13,0.0,603.0,6666.0,598.0,18.0,13.0,319.0,2193.0,165.0,132.0,1319.942,237.753,10.843,43.57,1.022,0.0,0.046,24.339,0.0,0.0,0.0,0.0,377.149,9.779,713.207,1460.772,34.542,713.05,429.547,0.0,0.0,0.001,0.0,0.527,0.561,65.437,18.012,71.709,0.193,16.551,3.301,8.971,29.106,13.25,27.778,6.997,47.312,198011.101,155067.504,216927.92,68105.174,123530.466,36.308,0.077,8.393,6.649,8.368,9.056,52.669,434021.35,3.531,8.093,0.0,6.704,98.911,0.561,21.283,43.591,1.031,21.278,35.484,12.818,359523.442,9.285,43.629,8.031,0.016,337.998,11.254,55.001,120.721,4027.331,0,0,0,1"
"26.518,11.303,0.039,0.049,0.0,26.0,52.0,24.0,10.0,8.0,14.0,0.0,0.0,3.0,6.519,2.165,0.023,0.727,0.024,0.0,0.046,0.053,0.0,0.0,0.0,0.0,0.76,0.0,1.349,2.3,1.238,0.169,1.475,0.0,0.0,0.173,0.0,0.0,0.0,45.237,33.211,87.324,14.085,21.552,11.152,46.154,60.87,10.4,20.0,0.0,33.333,125365.385,101689.655,94130.435,0.0,113333.333,42.846,0.368,8.456,6.846,8.588,7.223,42.624,159197.183,0.147,0.597,0.0,0.345,100.0,0.0,20.655,35.217,18.956,2.588,17.898,22.585,91985.915,5.087,24.629,0.75,93.878,241.776,11.644,21.8,173.067,10.923000000000002,0,0,0,0"
"63.99,12.235,19.424,19.424,0.0,22.0,114.0,20.0,6.0,4.0,8.0,60.0,15.0,0.0,10.966,1.687,0.156,0.487,0.169,0.0,0.0,0.015,0.0,0.0,0.0,0.0,5.112,0.161,6.141,52.063,6.136,1.099,7.411,0.0,0.0,0.0,0.0,0.202,0.016,68.949,15.384,61.538,3.077,15.667,4.441,17.544,47.059,11.226,33.333,20.0,0.0,96192.982,77948.454,99235.294,60573.333,0.0,21.188,1.541,8.624,7.664,9.004,0.0,19.12,62743.59,30.355,26.663,0.0,158.758,99.783,0.016,8.43,71.466,8.423,1.509,1.983,10.173,373589.744,9.597,113.846,26.663,0.0,388.393,7.017,2.023,16.795,3.0330000000000013,1,0,0,0"
"1180.103,571.356,57.854,57.911,0.0,135.0,1080.0,134.0,2.0,1.0,108.0,765.0,62.0,0.0,237.204,69.365,5.41,17.44,0.461,0.0,0.0,7.965,0.0,0.0,0.0,0.0,37.319,2.8,169.176,246.566,5.127,10.633,127.761,0.0,0.0,0.0,0.0,0.044,2.649,50.421,29.243,56.325,0.104,20.336,7.352,12.407,33.645,12.984,50.0,7.497,0.0,219633.333,157577.075,216090.343,108677.146,101083.333,38.966,0.194,7.826,6.817,6.715,6.913,48.416,297426.34,4.902,10.345,0.0,10.126,97.307,2.649,30.25,44.088,0.917,1.901,28.315,22.845,291131.182,14.336,47.391,10.355,0.0,329.236,6.673,39.5,102.162,571.4780000000001,0,1,0,0"
"6410.351,3450.619,193.896,191.746,0.0,420.0,5420.0,420.0,0.0,0.0,189.0,1368.0,88.0,129.0,1065.253,164.536,5.254,24.916,0.368,0.0,0.0,16.306,0.0,0.0,0.0,0.0,333.957,6.818,536.541,1159.843,22.041,701.149,292.9,0.0,0.0,0.0,0.0,0.622,0.185,68.868,15.446,75.974,0.0,15.687,2.339,7.749,25.714,13.348,0.0,6.044,50.0,196541.144,156588.047,223858.503,45448.489,124930.233,35.992,0.035,7.332,0.0,7.767,8.039,53.829,483686.431,3.025,7.148,0.0,5.619,99.194,0.185,19.781,42.76,0.813,25.849,37.211,10.798,380217.83,8.37,42.314,7.069,0.0,339.74,12.312,59.264,127.213,3441.8970000000004,0,0,1,0"
"958.518,364.993,0.543,0.438,0.0,85.0,430.0,82.0,21.0,18.0,44.0,872.0,84.0,1.0,47.575,10.123,1.531,1.959,2.846,0.053,0.0,7.415,0.0,0.0,0.0,0.0,22.998,0.008,0.463,7.796,161.351,3.512,20.866,0.006,0.0,0.0,0.0,0.104,0.013,63.311,21.278,31.986,1.489,15.411,4.118,19.07,48.889,11.294,14.286,8.787,33.333,110639.535,88588.235,112477.778,95648.536,81000.0,8.016,5.982,8.106,7.033,7.847,9.198,38.079,258860.284,0.057,0.28,0.0,0.149,99.884,0.013,0.239,4.019,83.176,1.81,33.112,10.756,137580.142,0.048,20.238,0.226,0.0,263.381,11.855,49.503,188.152,386.674,0,0,0,1"
"958.518,364.993,0.543,0.438,0.0,85.0,430.0,82.0,21.0,18.0,44.0,872.0,84.0,1.0,47.575,10.123,1.531,1.959,2.846,0.053,0.0,7.415,0.0,0.0,0.0,0.0,22.998,0.008,0.463,7.796,161.351,3.512,20.866,0.006,0.0,0.0,0.0,0.104,0.013,63.311,21.278,31.986,1.489,15.411,4.118,19.07,48.889,11.294,14.286,8.787,33.333,110639.535,88588.235,112477.778,95648.536,81000.0,8.016,5.982,8.106,7.033,7.847,9.198,38.079,258860.284,0.057,0.28,0.0,0.149,99.884,0.013,0.239,4.019,83.176,1.81,33.112,10.756,137580.142,0.048,20.238,0.226,0.0,263.381,11.855,49.503,188.152,386.674,0,0,0,1"
"958.518,364.993,0.543,0.438,0.0,85.0,430.0,82.0,21.0,18.0,44.0,872.0,84.0,1.0,47.575,10.123,1.531,1.959,2.846,0.053,0.0,7.415,0.0,0.0,0.0,0.0,22.998,0.008,0.463,7.796,161.351,3.512,20.866,0.006,0.0,0.0,0.0,0.104,0.013,63.311,21.278,31.986,1.489,15.411,4.118,19.07,48.889,11.294,14.286,8.787,33.333,110639.535,88588.235,112477.778,95648.536,81000.0,8.016,5.982,8.106,7.033,7.847,9.198,38.079,258860.284,0.057,0.28,0.0,0.149,99.884,0.013,0.239,4.019,83.176,1.81,33.112,10.756,137580.142,0.048,20.238,0.226,0.0,263.381,11.855,49.503,188.152,386.674,0,0,0,1"
"958.518,364.993,0.543,0.438,0.0,85.0,430.0,82.0,21.0,18.0,44.0,872.0,84.0,1.0,47.575,10.123,1.531,1.959,2.846,0.053,0.0,7.415,0.0,0.0,0.0,0.0,22.998,0.008,0.463,7.796,161.351,3.512,20.866,0.006,0.0,0.0,0.0,0.104,0.013,63.311,21.278,31.986,1.489,15.411,4.118,19.07,48.889,11.294,14.286,8.787,33.333,110639.535,88588.235,112477.778,95648.536,81000.0,8.016,5.982,8.106,7.033,7.847,9.198,38.079,258860.284,0.057,0.28,0.0,0.149,99.884,0.013,0.239,4.019,83.176,1.81,33.112,10.756,137580.142,0.048,20.238,0.226,0.0,263.381,11.855,49.503,188.152,386.674,0,0,0,1"
"2011.929,1011.187,29.564,23.624,4.729,445.0,1836.0,441.0,53.0,49.0,277.0,1238.0,116.0,0.0,271.978,100.923,4.304,5.564,5.592,0.658,0.043,14.654,0.072,0.02,-0.052,0.843,67.518,2.409,257.075,175.244,80.803,22.121,207.455,0.033,0.0,0.002,-0.003,1.771,1.25,44.666,37.107,58.052,1.629,18.227,2.046,24.02,46.555,16.181,7.547,8.567,0.0,148136.166,97889.605,169618.487,101142.541,96727.273,26.94,2.056,9.138,7.535,9.417,7.166,50.26,310751.998,1.463,3.981,0.66,2.924,96.299,1.245,34.614,23.596,10.88,2.978,36.575,27.933,228241.549,12.778,36.915,3.181,0.165,336.015,9.091,57.667,136.15,1020.7959999999998,0,0,0,1"
"2011.929,1011.187,29.564,23.624,4.729,445.0,1836.0,441.0,53.0,49.0,277.0,1238.0,116.0,0.0,271.978,100.923,4.304,5.564,5.592,0.658,0.043,14.654,0.072,0.02,-0.052,0.843,67.518,2.409,257.075,175.244,80.803,22.121,207.455,0.033,0.0,0.002,-0.003,1.771,1.25,44.666,37.107,58.052,1.629,18.227,2.046,24.02,46.555,16.181,7.547,8.567,0.0,148136.166,97889.605,169618.487,101142.541,96727.273,26.94,2.056,9.138,7.535,9.417,7.166,50.26,310751.998,1.463,3.981,0.66,2.924,96.299,1.245,34.614,23.596,10.88,2.978,36.575,27.933,228241.549,12.778,36.915,3.181,0.165,336.015,9.091,57.667,136.15,1020.7959999999998,0,0,0,1"
"2011.929,1011.187,29.564,23.624,4.729,445.0,1836.0,441.0,53.0,49.0,277.0,1238.0,116.0,0.0,271.978,100.923,4.304,5.564,5.592,0.658,0.043,14.654,0.072,0.02,-0.052,0.843,67.518,2.409,257.075,175.244,80.803,22.121,207.455,0.033,0.0,0.002,-0.003,1.771,1.25,44.666,37.107,58.052,1.629,18.227,2.046,24.02,46.555,16.181,7.547,8.567,0.0,148136.166,97889.605,169618.487,101142.541,96727.273,26.94,2.056,9.138,7.535,9.417,7.166,50.26,310751.998,1.463,3.981,0.66,2.924,96.299,1.245,34.614,23.596,10.88,2.978,36.575,27.933,228241.549,12.778,36.915,3.181,0.165,336.015,9.091,57.667,136.15,1020.7959999999998,0,0,0,1"
"2011.929,1011.187,29.564,23.624,4.729,445.0,1836.0,441.0,53.0,49.0,277.0,1238.0,116.0,0.0,271.978,100.923,4.304,5.564,5.592,0.658,0.043,14.654,0.072,0.02,-0.052,0.843,67.518,2.409,257.075,175.244,80.803,22.121,207.455,0.033,0.0,0.002,-0.003,1.771,1.25,44.666,37.107,58.052,1.629,18.227,2.046,24.02,46.555,16.181,7.547,8.567,0.0,148136.166,97889.605,169618.487,101142.541,96727.273,26.94,2.056,9.138,7.535,9.417,7.166,50.26,310751.998,1.463,3.981,0.66,2.924,96.299,1.245,34.614,23.596,10.88,2.978,36.575,27.933,228241.549,12.778,36.915,3.181,0.165,336.015,9.091,57.667,136.15,1020.7959999999998,0,0,0,1"
"25108.592,13903.408,211.262,184.563,-106.645,4919.0,14461.0,4613.0,1705.0,1399.0,1714.0,3600.0,1638.0,59.0,1261.539,348.15,20.725,19.662,14.062,0.431,7.928,144.747,0.0,0.0,0.0,127.049,517.488,67.53,937.484,1671.055,1571.283,119.797,443.387,0.002,0.0,0.032,0.0,0.694,0.409,58.996,27.597,74.337,7.84,13.407,1.559,31.9,45.952,11.848,17.947,31.271,17.201,87237.328,69355.978,93337.802,184470.981,158655.977,11.074,1.115,11.101,11.202,11.222,10.889,55.373,639325.332,0.836,4.454,0.221,1.519,98.682,0.406,19.766,35.232,33.128,2.526,49.914,9.348,218099.324,3.734,18.89,3.891,3.145,316.325,10.911,99.656,293.135,15161.046999999999,0,0,0,1"
"962.036,679.514,47.784,44.783,0.404,1048.0,3623.0,796.0,1459.0,1207.0,309.0,20.0,3.0,17.0,308.578,49.301,2.459,2.3,3.054,0.0,4.615,6.897,0.0,0.0,0.0,0.205,196.788,44.487,390.575,412.048,529.265,7.528,23.987,0.0,0.0,0.48,0.0,4.882,0.05,76.451,15.977,97.04,27.859,7.572,0.745,21.971,60.117,6.827,17.272,13.043,12.879,85171.957,75880.026,95916.342,114434.783,102712.121,108.971,0.99,12.068,10.98,11.534,12.458,70.633,129752.53,4.987,3.505,0.118,7.032,94.931,0.05,28.647,30.222,38.819,0.552,38.24,1.759,260340.462,40.599,141.721,3.285,5.17,588.897,14.434,61.916,49.84,690.986,0,0,0,0"
"1841.188,1321.847,58.35,58.82,-1.078,1134.0,4577.0,1081.0,241.0,188.0,483.0,227.0,117.0,19.0,427.83,85.811,6.386,9.688,3.453,0.0,3.313,2.92,0.0,0.0,0.0,0.1,178.532,15.15,261.654,266.965,518.389,11.259,48.181,0.0,0.0,0.18,0.0,3.201,0.722,66.391,20.057,92.017,4.603,13.552,2.264,23.618,55.968,11.287,21.992,34.012,25.676,93473.891,76478.46,99433.372,148441.86,98472.973,82.181,0.807,12.48,12.641,13.09,10.732,71.793,252453.591,3.173,5.274,0.01,4.414,96.062,0.723,23.648,24.128,46.852,1.018,48.431,4.355,211315.508,14.211,60.094,5.316,4.479,498.952,16.136,93.916,119.468,1347.475,1,0,0,0"
"8757.929,4669.981,64.692,64.444,5.6,999.0,2595.0,998.0,5.0,4.0,252.0,1440.0,482.0,12.0,266.195,75.577,4.869,5.427,3.341,0.431,0.0,2.895,0.0,0.0,0.0,0.363,103.251,5.002,223.8,487.51,184.171,84.309,303.475,0.005,0.0,0.0,0.0,0.682,0.472,53.441,28.392,57.005,0.11,18.167,2.039,38.459,36.207,16.128,20.0,25.078,30.769,102579.961,74912.059,108587.644,225862.123,508974.359,6.501,1.255,8.646,11.24,10.39,6.532,53.323,1023894.102,0.738,5.041,0.142,1.385,98.705,0.471,17.44,37.99,14.352,6.57,50.241,23.649,281356.062,2.555,14.653,5.022,0.0,320.788,8.046,100.968,363.914,5430.713,0,1,0,0"
"13547.439,7232.066,40.436,16.516,-111.571,1738.0,3666.0,1738.0,0.0,0.0,670.0,1913.0,1036.0,11.0,258.936,137.461,7.011,2.247,4.214,0.0,0.0,132.035,0.0,0.0,0.0,126.381,38.916,2.891,61.455,504.532,339.458,16.701,67.744,0.0,0.0,0.0,0.0,0.064,0.351,31.687,53.087,54.61,0.0,15.226,0.868,47.409,40.435,14.358,0.0,35.131,11.224,70631.751,40840.717,82957.755,162243.472,140040.816,3.988,1.627,7.584,0.0,8.36,8.724,53.383,1077322.509,0.295,4.085,0.307,0.559,99.282,0.347,6.208,50.968,34.292,1.687,50.72,6.844,147458.662,0.454,7.307,1.668,0.0,290.068,3.931,102.923,730.593,7691.8730000000005,0,0,1,0"
"1906.133,1299.516,136.673,133.963,3.229,1426.0,7191.0,1208.0,1349.0,1131.0,716.0,286.0,53.0,23.0,647.685,135.996,6.991,11.566,6.88,0.042,6.611,8.694,0.0,0.0,0.0,0.195,372.389,52.947,606.445,480.189,1128.17,19.365,43.026,0.002,0.0,0.347,0.0,3.907,0.123,67.211,20.997,94.542,14.934,11.792,1.786,16.799,50.636,10.006,16.16,15.634,14.935,90068.836,75353.298,96178.218,95764.012,107305.195,106.33,1.062,12.433,11.577,13.234,12.943,68.176,143863.168,7.186,6.002,0.305,10.517,95.656,0.124,26.631,21.087,49.542,0.85,33.923,1.889,252097.31,31.815,119.467,5.883,3.537,556.883,16.353,51.34,57.067,1266.176,0,0,0,1"
"690.464,484.579,40.738,37.641,0.542,646.0,2828.0,477.0,1166.0,997.0,259.0,16.0,0.0,7.0,242.759,39.917,1.412,1.373,2.893,0.0,4.556,6.103,0.0,0.0,0.0,0.195,177.951,35.241,298.678,290.63,520.852,5.453,16.177,0.0,0.0,0.66,0.0,5.252,0.066,76.189,16.443,97.178,28.37,7.368,0.566,16.867,61.962,6.803,14.494,0.0,7.0,85841.231,76744.813,95495.215,129875.0,107100.0,117.681,1.192,12.142,11.33,11.494,13.511,70.182,117902.433,5.935,3.599,0.147,8.407,94.503,0.067,26.39,25.679,46.02,0.482,34.577,1.429,275374.696,43.258,163.917,3.326,6.251,626.599,15.723,52.852,42.815,475.99799999999993,0,0,0,0"
"765.787,591.529,55.511,56.038,0.0,660.0,3529.0,612.0,178.0,130.0,394.0,70.0,29.0,16.0,330.194,70.068,4.523,8.672,3.277,0.0,2.055,2.266,0.0,0.0,0.0,0.0,157.132,15.15,233.297,177.626,488.022,6.781,13.487,0.0,0.0,0.268,0.0,3.461,0.0,65.025,21.22,96.086,4.614,13.755,2.626,17.342,55.182,11.129,26.966,29.293,30.769,93565.883,76272.824,98134.454,115808.081,108884.615,189.486,0.992,12.425,13.249,13.191,11.675,77.245,153325.298,7.268,6.039,0.0,9.384,96.53,0.0,25.38,19.324,53.091,0.738,33.949,1.467,238261.534,30.465,120.035,6.096,2.887,808.764,17.094,51.398,64.352,581.027,1,0,0,0"
"449.882,223.408,40.424,40.284,2.687,120.0,834.0,119.0,5.0,4.0,63.0,200.0,24.0,0.0,74.732,26.011,1.056,1.521,0.71,0.042,0.0,0.325,0.0,0.0,0.0,0.0,37.305,2.556,74.47,11.933,119.296,7.131,13.362,0.009,0.0,0.0,0.0,2.602,0.421,47.708,34.806,78.779,0.469,17.486,2.035,14.269,22.34,15.451,20.0,10.714,0.0,89606.715,64588.768,92237.589,84468.75,76500.0,32.693,0.95,10.106,10.95,12.849,8.759,49.659,209772.77,8.944,17.872,1.061,18.094,95.929,0.419,32.923,5.276,52.741,3.153,32.887,5.907,212386.854,16.553,50.278,17.81,0.0,326.555,16.493,49.003,98.769,209.151,0,1,0,0"
"1906.133,1299.516,136.673,133.963,3.229,1426.0,7191.0,1208.0,1349.0,1131.0,716.0,286.0,53.0,23.0,647.685,135.996,6.991,11.566,6.88,0.042,6.611,8.694,0.0,0.0,0.0,0.195,372.389,52.947,606.445,480.189,1128.17,19.365,43.026,0.002,0.0,0.347,0.0,3.907,0.123,67.211,20.997,94.542,14.934,11.792,1.786,16.799,50.636,10.006,16.16,15.634,14.935,90068.836,75353.298,96178.218,95764.012,107305.195,106.33,1.062,12.433,11.577,13.234,12.943,68.176,143863.168,7.186,6.002,0.305,10.517,95.656,0.124,26.631,21.087,49.542,0.85,33.923,1.889,252097.31,31.815,119.467,5.883,3.537,556.883,16.353,51.34,57.067,1266.176,0,0,0,1"
"690.464,484.579,40.738,37.641,0.542,646.0,2828.0,477.0,1166.0,997.0,259.0,16.0,0.0,7.0,242.759,39.917,1.412,1.373,2.893,0.0,4.556,6.103,0.0,0.0,0.0,0.195,177.951,35.241,298.678,290.63,520.852,5.453,16.177,0.0,0.0,0.66,0.0,5.252,0.066,76.189,16.443,97.178,28.37,7.368,0.566,16.867,61.962,6.803,14.494,0.0,7.0,85841.231,76744.813,95495.215,129875.0,107100.0,117.681,1.192,12.142,11.33,11.494,13.511,70.182,117902.433,5.935,3.599,0.147,8.407,94.503,0.067,26.39,25.679,46.02,0.482,34.577,1.429,275374.696,43.258,163.917,3.326,6.251,626.599,15.723,52.852,42.815,475.99799999999993,0,0,0,0"
"765.787,591.529,55.511,56.038,0.0,660.0,3529.0,612.0,178.0,130.0,394.0,70.0,29.0,16.0,330.194,70.068,4.523,8.672,3.277,0.0,2.055,2.266,0.0,0.0,0.0,0.0,157.132,15.15,233.297,177.626,488.022,6.781,13.487,0.0,0.0,0.268,0.0,3.461,0.0,65.025,21.22,96.086,4.614,13.755,2.626,17.342,55.182,11.129,26.966,29.293,30.769,93565.883,76272.824,98134.454,115808.081,108884.615,189.486,0.992,12.425,13.249,13.191,11.675,77.245,153325.298,7.268,6.039,0.0,9.384,96.53,0.0,25.38,19.324,53.091,0.738,33.949,1.467,238261.534,30.465,120.035,6.096,2.887,808.764,17.094,51.398,64.352,581.027,1,0,0,0"
"449.882,223.408,40.424,40.284,2.687,120.0,834.0,119.0,5.0,4.0,63.0,200.0,24.0,0.0,74.732,26.011,1.056,1.521,0.71,0.042,0.0,0.325,0.0,0.0,0.0,0.0,37.305,2.556,74.47,11.933,119.296,7.131,13.362,0.009,0.0,0.0,0.0,2.602,0.421,47.708,34.806,78.779,0.469,17.486,2.035,14.269,22.34,15.451,20.0,10.714,0.0,89606.715,64588.768,92237.589,84468.75,76500.0,32.693,0.95,10.106,10.95,12.849,8.759,49.659,209772.77,8.944,17.872,1.061,18.094,95.929,0.419,32.923,5.276,52.741,3.153,32.887,5.907,212386.854,16.553,50.278,17.81,0.0,326.555,16.493,49.003,98.769,209.151,0,1,0,0"
"23202.459,12603.892,74.589,50.6,-109.874,3493.0,7270.0,3405.0,356.0,268.0,998.0,3314.0,1585.0,36.0,613.854,212.154,13.734,8.096,7.182,0.389,1.317,136.053,0.0,0.0,0.0,126.854,145.099,14.583,331.039,1190.866,443.113,100.432,400.361,0.002,0.0,0.006,0.0,0.43,0.432,50.328,34.561,59.981,2.8,15.111,1.319,46.836,43.092,13.792,24.719,32.354,19.048,84436.589,62362.333,91603.627,190609.308,200497.354,5.693,1.17,9.907,9.57,10.167,9.343,54.321,991339.626,0.319,3.025,0.214,0.592,98.929,0.429,13.425,48.295,17.97,4.073,51.216,16.236,193944.549,1.427,10.627,2.052,2.02,305.556,5.884,104.985,511.146,13894.871,0,0,0,1"
"271.572,194.935,7.046,7.142,-0.138,402.0,795.0,319.0,293.0,210.0,50.0,4.0,3.0,10.0,65.819,9.384,1.047,0.927,0.161,0.0,0.059,0.794,0.0,0.0,0.0,0.01,18.837,9.246,91.897,121.418,8.413,2.075,7.81,0.0,0.0,0.022,0.0,3.94,0.008,77.418,14.257,96.539,25.998,8.324,1.408,40.126,52.083,6.916,28.328,42.857,31.25,82791.195,72898.426,97750.0,79142.857,89000.0,85.603,0.245,11.617,9.302,11.427,8.902,71.78,172968.057,2.593,3.042,0.043,3.615,96.011,0.008,39.677,52.423,3.632,0.896,47.489,3.372,205512.866,33.839,85.286,3.084,0.36,511.325,8.133,90.437,84.164,214.988,0,0,0,0"
"1075.401,730.318,2.839,2.782,-1.078,474.0,1048.0,469.0,63.0,58.0,89.0,157.0,88.0,3.0,97.636,15.743,1.863,1.016,0.176,0.0,1.258,0.654,0.0,0.0,0.0,0.1,21.4,0.0,28.357,89.339,30.367,4.478,34.694,0.0,0.0,0.117,0.0,3.017,1.237,71.012,16.124,80.624,4.572,12.864,1.041,44.752,59.732,11.824,7.937,35.918,13.636,93164.122,77122.358,105657.718,161628.571,73863.636,28.191,0.18,12.675,10.928,12.529,8.511,67.911,529984.035,0.264,1.516,0.018,0.389,95.729,1.237,15.145,47.715,16.219,2.392,58.716,18.53,135874.456,2.637,17.411,1.486,45.219,391.181,11.429,142.225,390.054,766.4480000000001,1,0,0,0"
"8308.047,4446.573,24.268,24.16,2.913,879.0,1761.0,879.0,0.0,0.0,189.0,1240.0,458.0,12.0,191.463,49.566,3.813,3.906,2.631,0.389,0.0,2.57,0.0,0.0,0.0,0.363,65.946,2.446,149.33,475.577,64.875,77.178,290.113,0.005,0.0,0.0,0.0,0.578,0.475,55.679,25.888,50.372,0.0,18.433,2.04,49.915,45.652,16.393,0.0,26.973,32.432,108724.02,79142.539,119724.638,244514.723,532351.351,4.952,1.374,7.924,0.0,8.589,6.478,53.521,1271903.032,0.292,2.296,0.092,0.546,98.856,0.474,14.127,44.99,6.137,7.301,51.184,27.445,302366.419,1.797,12.723,2.286,0.0,320.483,6.239,104.853,420.65,5221.562,0,1,0,0"
"13547.439,7232.066,40.436,16.516,-111.571,1738.0,3666.0,1738.0,0.0,0.0,670.0,1913.0,1036.0,11.0,258.936,137.461,7.011,2.247,4.214,0.0,0.0,132.035,0.0,0.0,0.0,126.381,38.916,2.891,61.455,504.532,339.458,16.701,67.744,0.0,0.0,0.0,0.0,0.064,0.351,31.687,53.087,54.61,0.0,15.226,0.868,47.409,40.435,14.358,0.0,35.131,11.224,70631.751,40840.717,82957.755,162243.472,140040.816,3.988,1.627,7.584,0.0,8.36,8.724,53.383,1077322.509,0.295,4.085,0.307,0.559,99.282,0.347,6.208,50.968,34.292,1.687,50.72,6.844,147458.662,0.454,7.307,1.668,0.0,290.068,3.931,102.923,730.593,7691.8730000000005,0,0,1,0"
"1364.29,792.909,10.455,9.423,14.83,1812.0,3345.0,1799.0,80.0,67.0,250.0,147.0,39.0,25.0,312.681,69.592,6.279,6.566,3.66,0.389,0.958,6.912,0.0,0.0,0.0,2.278,45.974,0.172,73.379,686.974,37.653,30.453,59.676,0.029,0.0,0.07,0.0,5.348,2.299,61.424,22.257,93.477,2.183,16.319,2.1,53.782,57.604,14.219,16.25,20.968,47.17,93477.13,65978.014,160350.23,86500.0,74886.792,51.503,1.171,8.669,10.993,9.4,9.791,58.119,216405.295,0.748,1.177,3.573,1.319,88.965,2.244,8.262,77.35,4.24,3.429,34.209,6.719,242394.924,5.379,65.099,1.061,9.984,304.068,5.177,51.996,89.278,766.906,0,0,0,1"
